set_id,set_name,item_name,item_type,item_language,item_tags,item_description,item_code,generated_kcs
664e40f991363872f0ba361b,py_single_linked_list,Singly Linked List,example,PYTHON,,"Create the necessary classes for a Singly Linked List, containing the method append(item) to add a new item to the end of the linked list. Test the singly linked list after the classes are created.","# Step 1: Define Node class
class SLinkedListNode:
    def __init__(self, initData, initNext):
        self.data = initData
        self.next = initNext
    def getData(self):
        return self.data
    def getNext(self):
        return self.next
    def setData(self, newData):
        self.data = newData
    def setNext(self, newNext):
        self.next = newNext
# Step 2: Define the Singly Linked List class
class SLinkedList:
    def __init__(self):
        self.head = None
        self.size = 0
    def __str__(self):
        s = '['
        i = 0
        current = self.head
        while current != None:
            if i > 0:
                s = s + ','
            dataObject = current.getData()
            if dataObject != None:
                s = s + '%s' % dataObject
                i = i + 1
            current = current.getNext()
        s = s + ']'
        return s
    def add(self, item):
        temp = SLinkedListNode(item, None)
        temp.setNext(self.head)
        self.head = temp
        self.size += 1
# Step 3: Test the Linked List
linked_list = SLinkedList()
linked_list.add('Position 1')
linked_list.add('Position 0')
print(linked_list)","['Class definition', 'Constructor method', 'Instance variables', 'Method definition', 'Pointer manipulation', 'Loop usage', 'Conditional statement', 'Variable incrementation', 'String formatting', 'Object instantiation', 'Method call', 'Output printing']"
664e40df91363872f0ba360a,py_concat_str_num,Concatenating Strings and Numbers (Case 1),example,PYTHON,,"Construct a program that uses variables x, y, and z to print ""Python was invented in 1989."".","#Step 1: Assign initial values to the variables x, y, and z
x = ""Python was invented in ""
y = 1989
z = "".""
#Step 2: Print the text using the variables initialized above 
print(x + str(y) + z)","['Variable assignment', 'Type conversion', 'String concatenation', 'Function call', 'String usage']"
664e3d3491363872f0ba35af,py_work_hours,Reporting the Total Hours Each Employee Worked (Case 1) ,example,PYTHON,,"Suppose we have an input file that contains information about how many hours each employee of a company has worked. The file looks like the following (Employee's name, Hours):\nErica 7.5 8.5 10.25 8 8.5\nErin 10.5 11.5 12 11 10.75\nSimone 8 8 8\n...\nConstruct a program that reads this file and calculates the total number of hours worked by each individual. Make sure that the program handles each specific exception that could occur. ","#Step 1: Define the function
def report_work_hours(file_name):
    #Step 1.1: Enclose the code that might throw an exception within the try block
    try :
        #Step 1.1.1: Open the file and process each line in the file        
        myfile = open( file_name, ""r"")
        for line in myfile:
            tokens = line.split()
            name = tokens[0]
            total = 0.0;
            for i in range(1, len(tokens)) :
                try :
                    total += float(tokens[i])
                except ValueError:
                    print(""Error in the hour."")
            print(""Total hours worked by "" + name  + "" = "" + str(total))
        #Step 1.1.2: Close the file
        myfile.close()
    #Step 1.2: Handle all possible exceptions that may be thrown in the try block 
    except FileNotFoundError:
        print(""File not found"")
    except IOError:
        print(""Problem with the file!"")
#Step 2: Call the function
name = input(""Enter the full path of a file: "")
report_work_hours(name)","['Exception handling', 'File opening', 'File reading', 'String splitting', 'List indexing', 'For loop with range', 'String to float conversion', 'Specific exception handling', 'Arithmetic operations', 'Output printing', 'File closing', 'File-related exception handling', 'Function call', 'User input']"
664e3cae91363872f0ba3596,py_find_average,Calculating the Average of Input Integers,example,PYTHON,,"Construct a program that reads a series of integers from the user, sums them up, and calculates their average. The user enters 0 to indicate the end of the input.","#Step 1: Assign initial values to the variables which we need for this program
total = 0
count = 0
#Step 2: Read the first integer that the user enters
text = input(""Enter an integer (0 to quit): "")
num = int(text)
#Step 3: Process the integer that the user has entered, then receive and process the next integers as long as the user enters a non-zero integer; otherwise stop
while num != 0 :
    count += 1
    total += num
    print(""The sum so far is"", total, "", count ="", count)
    text = input(""Enter an integer (0 to quit): "")
    num = int(text)
#Step 4: Calculate and print the average of the integers entered by the user
if count == 0 :
    print(""No integers were entered."")
else :
    average = total / count
print(""The average is:"", average)","['Variable initialization', 'User input', 'Type conversion', 'While loop', 'Not-equal comparison', 'Variable incrementation', 'Addition assignment', 'Output display', 'If-else statement', 'Division operation']"
664e3ca591363872f0ba358b,py_win_percentage,Calculating the Winning Percentage of a Sports Team (Case 1),example,PYTHON,,Construct a program that receives from the user the number of games that a sports team won in a tournament of 12 games and calculates the winning percentage of that sports team. The program must ask for the number of the games won until the user enters a valid number.,"#Step 1: Assign initial values to the variables which we need for this program
total_games = 12
#Step 2: Read the number that the user enters
text = input(""Enter the number of games that the sports team won in the tournament: "")
wins = int(text)      
#Step 3: Validate the user input, ask for a valid input as long as the user enters an invalid number; otherwise stop
while wins < 0 or wins > total_games :
    text = input(""Enter the number of games that the sports team won in the tournament: "")
    wins = int(text)
#Step 4: Calculate and print the percentage of games won by a team
ratio = wins / total_games
print(""Winning percentage:"", ratio)","['User input', 'String to integer conversion', 'While loop', 'Comparison operation', 'Division operation', 'Print statement', 'Variable assignment', 'Logical OR operation']"
664e3c9291363872f0ba3576,py_datatype_input_manipulation,Input Manipulation,example,PYTHON,,"Construct a program that takes a user's inputs and multiplies the inputs.Then print the type of the result, convert the result to float and print its float absolute value. ","# Step 1: Import math library
import math
# Step 2: Take the first input from the user
input_a = input(""Enter the first integer:"")
a = int(input_a)
# Step 3: Take the second input from the user
input_b = input(""Enter the second integer:"")
b = int(input_b)
# Step 3: Division
c = a/b
d = int(c)
# Check if d's type is integer and store the boolean result into the variable f
f = isinstance(d,int)
print(d)
print(f)
print(math.fabs(c))","['Library import', 'User input', 'String to integer conversion', 'Division operation', 'Float to integer conversion', 'Type checking', 'Print statement', 'Absolute value calculation', 'Variable assignment']"
664e3c8b91363872f0ba356e,py_file_input_stat,Reporting File Information (Case 1) ,example,PYTHON,," Construct a program that receives the full path to an input file from the user, reads that file and reports the number of lines, the longest line, the number of words on each line, and the length of the longest word on each line. Make sure that the program handles each specific exception that could occur.","#Step 1: Define the function
def get_stat(file_name):
    #Step 1.1: Assign initial value to variable that we need for reporting the file information
    num_lines = 0
    longest_line = """"
    #Step 1.2: Enclose the code that might throw an exception within the try block
    try :
        #Step 1.2.1: Open the file and process each line in the file
        myfile = open( file_name, ""r"")
        for line in myfile:
            num_lines += 1
            num_words = len(line.split())
            #Determine if the line is the longest line so far
            if (len(line) > len(longest_line)) :
                longest_line = line
            #Find the length of the longest word in the line
            longest_word = 0
            for w in line.split() :
                if len(w) > longest_word :
                    longest_word = len(w)
            #Print the line information
            print(""Line "" + str(num_lines) + "" has "" + str(num_words) + "" tokens (longest = "" + str(longest_word) + "")"")
        print(""Longest line:"" + longest_line)
        #Step 1.2.2: Close the file
        myfile.close()
    #Step 1.3: Handle all possible exceptions that may be thrown in the try block 
    except FileNotFoundError:
        print(""File not found."")
    except IOError:
        print(""Problem with the file!"")
#Step 2: Call the function
name = input(""Enter the full path of a file: "" )
get_stat( name )","['Exception handling', 'File opening', 'File reading', 'For loop', 'String splitting', 'String length calculation', 'Variable assignment', 'If statement', 'Function definition', 'Function call', 'User input', 'String concatenation', 'File closing']"
664e3c7791363872f0ba3566,py_recursion_gcf,Greatest Common Factor,example,PYTHON,,Construct a program that recursively finds and returns the great common factor between of two integers.,"# Step 1: Define the terminating condition
def gcd2(a, b):
    if b == 0:
        return a
        # Step 3: Recursion
    else:
        return gcd2(b, a%b)
print(gcd2(12,14))","['Function definition', 'Function argument', 'Return value', 'If statement', 'Equality comparison', 'Modulo operation', 'Recursion', 'Function call', 'Integer usage']"
664e3c3291363872f0ba354f,objects_classes_account,The Class for Representing a Bank Account (Case 1),example,PYTHON,,"Construct a class that represents a basic bank account. This class should contain data representing the name of the account’s owner, the account number, and the account’s current balance; all of which could be accessed or changed only through the getter and setter methods. An instance of the class should be created by specifying three parameters that are used to initialize the instance (i.e., object) data. The other methods of this class should perform various services on the account (making deposits, withdrawals, adding interest to the account). These methods should examine the data passed into them to make sure the requested transaction is valid.","#Step 1: Define the class
class Account1 :
    #Step 1.1: Initialize the account with the specified values
    def __init__(self, owner, account, initial) :
        self.__acct_name = owner
        self.__acct_number = account
        self.__balance = initial
    #Step 1.2: Define a method to perform the deposit transaction
    def deposit(self, amount) :
        if (amount > 0) :
            self.__balance = self.__balance + amount
        return self.__balance
    #Step 1.3: Define a method to perform a withdraw transaction
    def withdraw(self, amount, fee) :
        if (amount > 0 and fee >= 0 and amount+fee < self.__balance) :
            self.__balance = self.__balance - amount - fee
        return self.__balance
    #Step 1.4: Define a method to add interest to the account
    def add_interest(self) :
        self.__balance += (self.__balance * 0.035)
        return self.__balance
    #Step 1.5: Define the methods to get the  state of the account 
    def get_name(self) :
        return self.__acct_name
    def get_balance(self) :
        return self.__balance
    def get_acct_number(self) :
        return self.__acct_number
#Step 2: Test the class
acct1 = Account1(""Tina Murphy"", 72354, 25.59)
acct2 = Account1(""Angelica Adams"", 69713, 500.00)
acct3 = Account1(""Edward Demsey"", 93757, 769.32)
acct1.deposit(44.10)  
adams_balance = acct2.deposit(75.25)
print(""{:s}'s balance after deposit: {:.2f}"".format(acct2.get_name(), adams_balance))
print(""{:s}'s balance after deposit: {:.2f}"".format(acct2.get_name(), acct2.withdraw (480, 1.50)))
acct3.withdraw(-100.00, 1.50)  
acct2.add_interest()
print(""{:s}'s balance after adding interest: {:.2f}"".format(acct2.get_name(), acct2.get_balance()))","['Class definition', 'Constructor method', 'Private attribute usage', 'Method definition', 'Conditional statement', 'Arithmetic operation', 'Return statement', 'Getter method', 'Object instantiation', 'Function call', 'String formatting', 'Float-point usage']"
664e2fea91363872f0ba3538,py_three_booleans,Determining When at Least One of the Three Boolean Variables is True,example,PYTHON,,Construct a program that determines whether at least one of the three boolean variables is True based on the inputs that it receives from the user.,"#Step 1: Read the user input for the value of the first boolean variable (variable a)
text = input(""Enter 1 if the value of the first boolean variable (variable a) is True, otherwise enter 0:"")
input_num = int(text)
#Step 2: Determine whether the value of the first boolean variable (variable a) is True 
if input_num == 1 :
    a = True
else:
    a = False
#Step 3: Read the user input for the value of the second boolean variable (variable b)
text = input(""Enter 1 if the value of the second boolean variable (variable b) is True, otherwise enter 0:"")
input_num = int(text)
#Step 4: Determine whether the value of the second boolean variable (variable b) is True 
if input_num == 1 :
    b = True
else:
    b = False
#Step 5: Read the user input for the value of the third boolean variable (variable c)
text = input(""Enter 1 if the value of the third boolean variable (variable c) is True, otherwise enter 0:"")
input_num = int(text)
#Step 6: Determine whether the value of the third boolean variable (variable c) is True 
if input_num == 1 :
    c = True
else:
    c = False
#Step 7: Write the boolean expression to determine whether at least one of the three boolean variables is True
result = a or b or c
#Step 8: Print the result
if result == True :
    print(""Yes! At least one of the three boolean variables is True."")
else:
    print(""No! None of the boolean variables are True."")","['User input', 'String to integer conversion', 'If-else statement', 'Boolean assignment', 'Logical OR operation', 'Output printing', 'Equality comparison']"
664e2fa591363872f0ba351c,py_range_two,Printing Consecutive Numbers Within a Specified Range (Case 1) ,example,PYTHON,,Construct a program that prints a sequence of numbers from 1 (inclusive) to 9 (inclusive).,"#Step 1: Iterate through the numbers in the sequence
for num in range(1, 10): 
    #Step 1.1: Print each number in the sequence
    print(num)","['For loop', 'Range function', 'Print function', 'Integer usage', 'Function call']"
664e2eee91363872f0ba34f6,py_range_three,Printing Sequence of Numbers with a Gap Between Adjacent Values (Case 1) ,example,PYTHON,,Construct a program that prints a sequence of numbers from 1 (inclusive) to 16 (exclusive) in increments of 4.,"#Step 1: Iterate through the numbers in the sequence
for num in range(1, 15, 4): 
    #Step 1.1: Print each number in the sequence
    print(num)","['For loop', 'Range function', 'Function call', 'Integer usage']"
664e2e4d91363872f0ba34e6,py_if_else_grade,Determining the Letter Grade Of a Student,example,PYTHON,,Construct a program that receives a score from the user and determines the grade as follows:\nA for scores ≥ 90\nB for scores ≥ 80\nC for scores ≥ 70\nD for scores ≥ 60\nF for scores < 60\n,"#Step 1: Read the score 
text = input(""Enter a score: "") 
score = int(text)
#Step 2: Determine the grade for the score 
if score >= 90 : 
    grade = ""A""
elif score >= 80 :
    grade = ""B""
elif score >= 70 :
    grade = ""C""
elif score >= 60 :
    grade = ""D""
else :
    grade = ""F""
#Step 3: Print the grade
print(""Grade ="", grade)    ","['Input function', 'Type conversion', 'Greater-than-or-equal-to comparison', 'If-elif-else statement', 'Variable assignment', 'Print function', 'String usage']"
664e2e4891363872f0ba34de,py_if_else_num,Determining the Sign of an Integer,example,PYTHON,,"Construct a program that determines whether an integer is positive, negative, or zero.","#Step 1: Read the integer 
text = input(""Enter an integer: "")
num = int(text)       
#Step 2: Determine whether the integer is positive, negative, or zero
if num > 0 : 
    print(""The integer is positive."")
elif num < 0 : 
    print(""The integer is negative."")
else :
    print(""The integer is zero."")","['Input function', 'Type conversion', 'Greater-than comparison', 'Less-than comparison', 'If statement', 'Elif statement', 'Else statement', 'Print function', 'Variable assignment']"
664e2e4391363872f0ba34d6,py_str_repeat_chars,Repeating Characters of a String (Case 1),example,PYTHON,,"Construct a program that has a function that receives a string and creates a new string that has each character of the given string repeated two times.\nFor example, the new string that will be formed from the string 'abc' is 'aabbcc'.","#Step 1: Define the function
def double_char(s):
    #Step 1.1: Assign initial value to the variable that we need for the new string
    new_s = """"
    #Step 1.2: Iterate through the characters in the given string
    for char in s:
        #Step 1.2.1: Add the repeated character to the the new string
        new_s += char * 2
    #String 1.3: Print the new string
    print(new_s)
#Step 2: Call the function
double_char(""Hi There"")","['Function definition', 'For loop', 'String concatenation', 'String multiplication', 'Variable assignment', 'Function call', 'String usage']"
664e2d8991363872f0ba34a8,py_sorting_insertion_sort,Insertion Sort,example,PYTHON,,Insertion sort works similarly to how one would sort a hand of cards: by choosing an element and searching through the rest of the array to determine its proper place. Construct a function that performs insertion sort in ascending order on the given list. ,"# Define the insertion sorting function that sorts the given list in a descending order
def insertion_sort(data):
    for i in range(1, len(data)):
        current = data[i]
        j = i-1
        while j>=0 and current > data[j]:
            data[j+1] = data[j]
            j -=1
        data[j+1] = current
    return data
num_list = [30, -20, 25, 0, 2, 5]
print(insertion_sort(num_list))","['Function definition', 'For loop', 'Indexing operation', 'While loop', 'Greater-than comparison', 'Variable assignment', 'Return value', 'Function call', 'List usage', 'Print statement', 'Integer arithmetic']"
664e2d7391363872f0ba3499,py_list_rotate,Rotating the List Values to the Left by One Position,example,PYTHON,,"Construct a program that has a function that receives a list of values and returns the list rotated to the left by 1 position so that the value at the front of the list goes to the back and the order of the other values stays the same. For example, if the list is [1, 2, 3, 4, 5, 6], the program will change it to [2, 3, 4, 5, 6, 1].","#Step 1: Define the function
def rotate_left(lst):
    #Step 1.1: Store the value at the front in a local variable
    first = lst[0] 
    #Step 1.2: Rotate the remaining values of the list to the left 
    for i in range(len(lst)-1):
        lst[i] = lst[i + 1]
    #Step 1.3: Move the value at the front to the back of the list
    lst[len(lst)-1] = first    
    return lst
#Step 2: Call the function
values =  [3, 8, 9, 8, 7, 5]
print(""Original list:"", values)
print(""Rotated list: "", rotate_left(values))","['Function definition', 'For loop', 'Indexing operation', 'Variable assignment', 'Function call', 'List usage', 'Return value', 'Range function', 'String usage']"
664e2d6191363872f0ba3487,py_list_basic,Updating an Element in the List (Case 1) ,example,PYTHON,,"Construct a program that initializes a list with three values, changes the first element in the list, and finally, prints the list.","#Step 1: Define a list of three integer values
lst = [123, 100, 39]
#Step 2: Update the list element
lst[0] = 2
#Step 3: Print the list
print(lst)","['List initialization', 'List indexing', 'Variable assignment', 'Print function', 'Integer usage']"
664e2d5b91363872f0ba347d,objects_classes_point,The Class for Representing a Point in the Euclidean Plane (Case 1),example,PYTHON,,"Construct a class that represents a point in the Euclidean plane. The class should contain data that represents the point’s integer coordinates (x,y). The point's coordinates could be accessed or changed only through the getter and setter methods. The class should also include a method to translate the point, i.e., shift the point's location by the specified amount.","#Step 1: Define the class
class Point1 :
    #Step 1.1: Declare the method to shift the location of the point by the given amount
    def translate(self, dx, dy) :
        self.__x += dx
        self.__y += dy
    #Step 1.2: Define the setter and getter methods for the x-coordinate of the point
    def set_x(self, new_x) :
        self.__x = new_x
    def get_x(self) :
        return self.__x
    #Step 1.3: Define the setter and getter methods for the y-coordinate of the point
    def set_y(self, new_y) :
        self.__y = new_y
    def get_y(self) :
        return self.__y
#Step 2: Test the class
p1 = Point1()
p1.set_x(7)
p1.set_y(2)
p1.translate(11, 6)
print(""p1 coordinates: ("" + str(p1.get_x()) + "", "" + str(p1.get_y()) + "")"") ","['Class definition', 'Private attribute usage', 'Method definition', 'Getter method', 'Setter method', 'Arithmetic operation', 'Object instantiation', 'Method call', 'String concatenation', 'Integer usage']"
664e2c8b91363872f0ba3468,py_star_patterns,Printing A Right Triangle Star Pattern,example,PYTHON,,"A Right triangle star pattern contains N asterisks in N-th row. Construct a program that receives the number of rows in the right triangle star pattern and prints that triangle. For example, when the number of rows in the right triangle star pattern is 5, the program prints the following output:\n*\n**\n***\n****\n*****","#Step 1: Read the number of rows in the right triangle star pattern
N = int(input(""Enter the number of rows in the right triangle star pattern: ""))
#Step 2: Print the rows in the star pattern, one by one
for i in range(1, N+1):  
    #Step 2.1: Generate the asterisks in the i-th row 
    row = """"
    for j in range(1, i+1):  
        row = row + ""*""
    #Step 2.2: Print the asterisks in the i-th row
    print(row)","['Input function usage', 'Type conversion to integer', 'For loop', 'Range function usage', 'String concatenation', 'Print function usage', 'Variable assignment']"
664e2c8391363872f0ba345b,py_references_passing_values,Passing Values,example,PYTHON,,Construct a function that increases the original integer's value by 1 and return the increased value's memory address.,"#Step 1: Define the function
def convert(x):
    F = (x * 1.8) + 32
    return F
# Step 2: Initiate the value
c = 32
# Step 3: Print the converted temperature
print(""The Fahrenheit is:"", convert(c))
# Step 4: Print the original Celsius.
print(""The Celsius is:"",c)","['Function definition', 'Function argument', 'Multiplication operation', 'Addition operation', 'Return value', 'Variable assignment', 'Function call', 'Print statement', 'String usage', 'Float-point usage']"
664e2c6d91363872f0ba344e,py_list_process_elements,Calculating the Sum of the Values in the List,example,PYTHON,,Construct a program that has a function that receives a list and calculates the sum of the values in that list.,"#Step 1: Define the function
def calculate_list_sum(lst):
    #Step 1.1: Assign initial value to the variable which we need for this program
    total = 0
    #Step 1.2: Iterate through the list values and add each value to the running total
    for x in lst:
        total += x
    #Step 1.3: Print the sum of the list values 
    print(""The sum of all values in the list:"", total)
#Step 2: Call the function
values = [6, 15, 9, 12, 1, 8]
calculate_list_sum(values)","['Function definition', 'Function argument', 'For loop', 'Variable assignment', 'Addition operation', 'Function call', 'List usage']"
664e2c5691363872f0ba3446,py_repeated_sequence,Printing A Sequence of Repeated Numbers (Case 1) ,example,PYTHON,,Construct a program that receives an integer N from the user and prints a sequence of space-separated numbers from 1 to N such that each number in the sequence is repeated 5 times.,"#Step 1: Read the integer N that the user enters
N = int(input(""Enter the integer N: ""))
#Step 2: Print N space-separated numbers
for i in range(1, N+1):  
    #Step 2.1: Print the i-th number five times
    for j in range(1, 6): 
        print(i)            ","['User input', 'Type conversion', 'For loop', 'Range function', 'Print statement', 'Integer usage', 'Repetition pattern']"
664e2ab591363872f0ba341e,py_check_product_code,Counting the Number of Valid and Banned Product Codes (Case 1) ,example,PYTHON,,"Suppose a hypothetical company uses codes to represent its various products. A product code includes, among other information, a character in the tenth position that represents the zone from which that product was made. Due to some reorganization, products from zone R are banned from being sold.\nConstruct a program that reads product codes from the user and counts the number of valid and banned codes entered. Make sure that the program handles all possible exceptions.\nThe program must ask the user for an input until the user enters STOP.","#Step 1: Define the function
def check_product_code():
    #Step 1.1: Assign initial values to the variables that we need for counts 
    valid = 0
    banned = 0
    #Step 1.2: Ask for a valid input as long as the user does'nt enter STOP; otherwise stop
    code = input(""Enter product code: "")
    while ( code != ""STOP"") :
        #Step 1.2.1: Enclose the code that might throw an exception within the try block
        try : 
            zone = code[9]
            valid += 1
            if zone == ""R"" :
                banned += 1
        #Step 1.2.2: Handle all possible exceptions that may be thrown in the try block 
        except IndexError :                        
            print(""Improper code length."")
        code = input(""Enter product code: "")
    #Step 1.3: Print the result    
    print(""# of valid codes entered:"", valid)
    print(""# of banned codes entered:"", banned)
#Step 2: Call the function
check_product_code()","['Function definition', 'Variable assignment', 'While loop', 'Function call', 'String indexing', 'If statement', 'Try-except block', 'Exception handler', 'String comparison', 'Integer usage', 'Function call']"
664e296f91363872f0ba33fc,py_linkedlist_searching,Search in the linked list.,example,PYTHON,,"When using a LinkedList, it is possible that you may want to search through the list to see if a specific value is in it. To do so, each node must be checked individually. Construct a search function within the LinkedList class that traverses through all nodes in the list and returns True if a given target value is within the list.","# Define a Node class
class Node:
    def __init__(self, data):
        self.data = data
        self.next = None
# Define a LinkedList class
class LinkedList:
    def __init__(self):
        self.head = None
    def push(self, new):
        new_node = Node(new)
        new_node.next = self.head
        self.head = new_node
    # Define the search function that count how many times the target appears.
    def search(self, target):
        current = self.head
        count = 0
        while current is not None:
            if current.data == target:
                count += 1
            current = current.next
        return count
linked_list = LinkedList()
linked_list.push(1)
linked_list.push(3)
linked_list.push(3)
linked_list.push(7)
linked_list.push(9)
linked_list.push(11)
linked_list.push(11)
target = 11
print(""There are"", linked_list.search(target), ""instances of"", target, ""in the list"")","['Class definition', 'Method definition', 'While loop', 'If statement', 'Instance creation', 'Variable assignment', 'Return statement', 'Attribute access and modification', 'Function call', 'Equality comparison']"
664e292791363872f0ba33ed,py_references_passing_lists,Passing Lists,example,PYTHON,,Construct a function that calculate square values of the list’s elements.,"# Step 1: Define the function
def Fahrenheit(c_list):
#Step 1.1 :Iterate through the list and compute each value’s Fahrenheit value
    for i in range(len(c_list)):
        c_list[i] = (c_list[i]*1.8)+32
# Step 2: Initiate the list
celsius_list = [25, 3, 40, -5]
# Step 3: Call the function
Fahrenheit(celsius_list)
# Step4: Print the Fahrenheit values
print('The converted Fahrenheit temperature is:',celsius_list)","['Function definition', 'For loop', 'Indexing operation', 'Arithmetic operations', 'List usage', 'Function call', 'Print statement', 'Variable assignment']"
664e274891363872f0ba33c5,py_check_age,Determining Whether One is a Teenager (Case 1) ,example,PYTHON,,"Construct a program that receives a string that has the user name and age separated by a colon, and prints whether the user is a teenager. Make sure that the program handles all possible exceptions.","#Step 1: Define the function
def check_age(s):
    #Step 1.1: Split the given string into the name and age 
    lst = s.split("":"")
    #Step 1.2: Enclose the code that might throw an exception within the try block
    try:
        name = lst[0]
        age = int(lst[1])
        if age >= 13 and age <= 19 :            
            print(name + "" is a teenager."")
        else:            
            print(name + "" is not a teenager."")     
    #Step 1.3: Handle all possible exceptions that may be thrown in the try block 
    except IndexError :
        print(""Error! Separate the name and age by a colon."")
    except ValueError :
        print(""Error! Age must be an integer."")
#Step 2: Call the function
check_age(input(""Enter the name and age, separated by a colon:""))","['Function definition', 'String splitting', 'Exception handling', 'List indexing', 'String to integer conversion', 'Comparison operation', 'Logical operation', 'Output operation', 'Specific exception handling', 'Function call', 'User input']"
664e270491363872f0ba33b4,py_digits,Printing Digits of an Integer from Right to Left,example,PYTHON,,Construct a program that prints the digits of an integer from right to left.,"#Step 1: Assign initial values to the variables which we need for this program
num = 1234
#Step 2: Print the digits of the integer from right to left
while num > 0 :
    #Step 2.1: Get the last digit in the integer
    last_digit = num % 10
    #Step 2.2: Print the extracted digit
    print(last_digit)
    #Step 2.3: Remove the last digit from the integer
    num = num // 10","['While loop', 'Greater-than comparison', 'Modulus operation', 'Function call', 'Floor division operation', 'Variable assignment', 'Integer usage']"
664e25d691363872f0ba3383,py_concat_char_two_str,Concatenating Characters of Two Strings (Case 1),example,PYTHON,,"Construct a program that has a function that receives two strings and returns a string formed from the given strings such that the first character of each string is omitted.\nFor example, the new string that will be formed from the strings 'abc' and 'xyz' is 'bcyz'.\nAssume that both strings have at least one character.","#Step 1: Define the function
def concat_chars(a, b):
    return a[1:] + b[1:]
#Step 2: Call the function
print(concat_chars(""Hello"", ""There""))","['String slicing', 'String concatenation', 'String usage', 'Function call', 'Function argument', 'Function definition', 'Return value']"
664e25cd91363872f0ba337a,py_search_list,Printing Common Elements in Two Lists,example,PYTHON,,Construct a program that has a function that receives two lists and prints the values in the 2nd list that exist in the 1st list.,"#Step 1: Define the function
def search_lists(lst1, lst2):
    #Step 1.1: Iterate through the values in the 2nd list
    for val2 in lst2:
        #Step 1.1.1: Print the value in the 2nd list if it exists in the 1st list
        if val2 in lst1: 
            print(val2, ""exists in both list."")
#Step 2: Call the function
values_1 = [2.0, 11, 4, 5, 3, 3.5, 4, 10, 16]
values_2 =  [7, 11, 3]
search_lists(values_1, values_2)","['Function definition', 'Function argument', 'For loop', 'Membership test', 'Print statement', 'Function call', 'List usage', 'Variable assignment', 'If statement']"
664e258091363872f0ba3362,py_list2d_basic,Updating Two-Dimensional List (Case 1),example,PYTHON,,"Construct a program that initializes a 3x4 two-dimensional matrix that has the numbers 1 through 12 for entries, updates the last row to a list filled with 5s, then sets the left-most element in the middle row of the matrix to be 20, and finally prints the matrix.","#Step 1: Define a 3x4 two-dimensional list 
matrix = [[ 1, 2, 3, 4 ],
          [ 5, 6, 7, 8 ],
          [ 9, 10, 11, 12]]
#Step 2: Update the two-dimensional list 
matrix[2] = [5, 5, 5, 5]
matrix[1][0] = 20
#Step 3: Print the list
print(matrix)","['Two-dimensional list initialization', 'List indexing', 'List assignment', 'Print statement', 'Integer usage']"
664e256191363872f0ba334b,py_functions_multiple_parameters,Multiple Parameters,example,PYTHON,,Construct a program that calculates the current savings after getting paid and the total expense.,"# Step 1 : Define the calculatePay function that returns the final pay.
def calculate_pay(work_hours):
    # Step 1.1: establish base pay rate
    base_rate = 10.0
    # Step 1.2 determine total pay based on hours worked (including possible overtime)
    if work_hours <= 40:
        pay = work_hours * base_rate
    else:
        overtime_hours = work_hours - 40
        normal_pay = 40 * base_rate
        overtime_pay = overtime_hours * (base_rate * 1.5)
        pay = normal_pay + overtime_pay
    return pay
# Step 2: Define the budget function that returns the current saving
def budget(rent, utilities, food, work_hours, current_savings):
    # Step 2.1:#add up all expenses for the month
    total_expenses = rent + utilities + food
    # Step 2.2:calculate total paycheck amount based on hours
    paycheck = calculate_pay(work_hours)
    # Step 2.3: find the current saving after getting paid
    current_savings = current_savings + paycheck
    # Step 2.4 find the current saving left after expenses
    current_savings = current_savings - total_expenses
    return current_savings
print(""after payday and expenses, you will have: "", budget(900, 150, 300, 41, 1500))","['Function definition', 'Function argument', 'Arithmetic operations', 'If statement', 'Return value', 'Variable assignment', 'Function call', 'String usage', 'Floating-point usage']"
664e24f091363872f0ba3330,py_vending_machine,Vending Machine With Dollars and Quarters,example,PYTHON,,"Suppose we have a vending machine that gives change. A customer selects an item for purchase and inserts a bill into the vending machine. The vending machine dispenses the purchased item and gives change. We will assume that all item prices are multiples of 25 cents, and the machine gives all change in dollar and quarters. Construct a program that computes how many dollars and quarters to return to the customer.","#Step 1: Assign initial values to the variables which we need for this program
pennies_per_dollar = 100
pennies_per_quarter = 25
#Step 2: Read the bill value and item price
text = input(""Enter bill value in dollars (1 = $1 bill, 5 = $5 bill, etc.): "")
bill_value = int(text)
text = input(""Enter item price in pennies: "")
item_price = int(text)
#Step 3: Compute the change due
change_due = pennies_per_dollar * bill_value - item_price
#Step 4: Compute the number of dollars and update the change due after taking away the dollars
dollars = change_due // pennies_per_dollar
change_due = change_due % pennies_per_dollar
#Step 5: Compute the number of quarters in the remaining change due
quarters = change_due // pennies_per_quarter
#Step 6: Display the result
print(""Your change consists of:"") 
print(dollars, ""dollars"")
print(quarters, ""quarters"")","['Integer division', 'Modulus operation', 'Variable assignment', 'Input reading', 'String to integer conversion', 'Arithmetic operations', 'Output printing']"
