item_language,set_name,item_name,item_type,item_statement,item_code,item_url,item_kcs,python_parser_kcs
PYTHON,py_vending_machine,py_vending_machine2,PCEX Challenge,"Suppose we have a vending machine that gives change. A customer selects an item for purchase and inserts a bill into the vending machine. The vending machine dispenses the purchased item and gives change. We will assume that all item prices are multiples of 5 cents, and the machine gives all change in quarters, dimes, and nickels. Construct a program that computes how many quarters, dimes, and nickels to return to the customer.","#Step 1: Assign initial values to the variables which we need for this program
pennies_per_dollar = 100
pennies_per_quarter = 25
pennies_per_dime = 10
pennies_per_nickel = 5
#Step 2: Read the bill value and item price
text = input(""Enter bill value in dollars (1 = $1 bill, 5 = $5 bill, etc.): "")
bill_value = int(text)
text = input(""Enter item price in pennies: "")
itemPrice = int(text)
#Step 3: Compute the change due
change_due = pennies_per_dollar * bill_value - itemPrice
#Step 4: Compute the number of quarters in the change due and update the change due after taking away the quarters
quarters = change_due // pennies_per_quarter
change_due = change_due % pennies_per_quarter
#Step 5: Compute the number of dimes in the remaining change due and update the change due after taking away the dimes
dimes = change_due // pennies_per_dime
change_due = change_due % pennies_per_dime
#Step 6: Compute the number of nickels in the remaining change due
nickels = change_due // pennies_per_nickel
#Step 7: Display the result
print(""Your change consists of:"") 
print(quarters, ""quarters"")
print(dimes, ""dimes"") 
print(nickels, ""nickels"")",http://pawscomp2.sis.pitt.edu/pcex/index.html?lang=PYTHON&set=py_vending_machine&ch=py_vending_machine2,"Printing,CallingLibraryFunction,ChangingValueVariable,Division,TransformingToIntType,Multiplication,FindRemainder,AssigningValueVariable,Subtraction,HandlingInput","int,str,variable-decl-or-assign,print-to-user,typecast-int,floor-div,num-sub-op,num-modulo-op,get-user-input,numeric-or-string-or-collection-assignment,variable-usage,num-mul-op"
PYTHON,py_win_percentage,py_win_percentage,PCEX Set,Construct a program that receives from the user the number of games that a sports team won in a tournament of 12 games and calculates the winning percentage of that sports team. The program must ask for the number of the games won until the user enters a valid number.,"#Step 1: Assign initial values to the variables which we need for this program
total_games = 12
#Step 2: Read the number that the user enters
text = input(""Enter the number of games that the sports team won in the tournament: "")
wins = int(text)      
#Step 3: Validate the user input, ask for a valid input as long as the user enters an invalid number; otherwise stop
while wins < 0 or wins > total_games :
    text = input(""Enter the number of games that the sports team won in the tournament: "")
    wins = int(text)
#Step 4: Calculate and print the percentage of games won by a team
ratio = wins / total_games
print(""Winning percentage:"", ratio)",http://pawscomp2.sis.pitt.edu/pcex/index.html?lang=PYTHON&set=py_win_percentage,"Printing,CallingLibraryFunction,Division,TransformingToIntType,SingleWhileLoopIteration,AssigningValueVariable,HandlingInput,BooleanEvaluating","int,while,compare-lessthan,str,variable-decl-or-assign,print-to-user,typecast-int,conditional-or,compare-greaterthan,num-div-op,get-user-input,numeric-or-string-or-collection-assignment,variable-usage"
PYTHON,py_win_percentage,py_win_percentage_input,PCEX Challenge,"Construct a program that receives from the user the number of games in a tournament and the number of the games that a sports team won in the tournament, and calculates the winning percentage of that sports team. The program must ask the user for each of the two inputs until the user enters a valid number.","#Step 1: Read the number of games in the tournament
text = input(""Enter the number of games in the tournament: "")
total_games = int(text)       
#Step 2: Validate the user input for the number of games in the tournament, ask for a valid input as long as the user enters an invalid number; otherwise stop
while total_games <= 0 :
    text = input(""Enter the number of games in the tournament: "")
    total_games = int(text)
#Step 3: Read the number of games that the sports team won in the tournament
text = input(""Enter the number of games that the sports team won in the tournament: "")
wins = int(text)      
#Step 4: Validate the user input for the number of games that the sports team won in the tournament, ask for a valid input as long as the user enters an invalid number; otherwise stop
while wins < 0 or wins > total_games :
    text = input(""Enter the number of games that the sports team won in the tournament: "")
    wins = int(text)
#Step 5: Calculate and print the percentage of games won by a team
ratio = wins / total_games
print(""Winning percentage:"", ratio)",http://pawscomp2.sis.pitt.edu/pcex/index.html?lang=PYTHON&set=py_win_percentage&ch=py_win_percentage_input,"Printing,CallingLibraryFunction,Division,TransformingToIntType,SingleWhileLoopIteration,AssigningValueVariable,HandlingInput,BooleanEvaluating","int,while,compare-lessthan,compare-lessthan-equals,str,variable-decl-or-assign,print-to-user,typecast-int,conditional-or,compare-greaterthan,num-div-op,get-user-input,numeric-or-string-or-collection-assignment,variable-usage"
PYTHON,py_win_percentage,py_win_percentage_won_equal,PCEX Challenge,"Construct a program that receives from the user the number of games that a sports team won and tied in a tournament of 12 games and calculates the winning percentage of the sports team, counting ties as half wins. The program must ask the user for each of the two inputs until the user enters a valid number.","#Step 1: Assign initial values to the variables which we need for this program
total_games = 12
#Step 2: Read the number of games that the sports team won in the tournament
text = input(""Enter the number of games that the sports team won in the tournament: "")
wins = int(text)      
#Step 3: Validate the user input for the number of wins, ask for a valid input as long as the user enters an invalid number; otherwise stop
while wins < 0 or wins > total_games :
    text = input(""Enter the number of games that the sports team won in the tournament: "")
    wins = int(text)
#Step 4: Read the number of games that the sports team tied in the tournament
text = input(""Enter the number of games tied: "")
ties = int(text)
#Step 5: Validate the user input for the number of ties, ask for a valid input as long as the user enters an invalid number; otherwise stop
while ties < 0 or total_games < (ties + wins) :
    text = input(""Enter the number of games tied: "")
    ties = int(text)
#Step 6: Calculate and print the percentage of games won by a team, counting ties as half wins
ratio = ( wins + ties // 2) / total_games
print(""Winning percentage:"", ratio)",http://pawscomp2.sis.pitt.edu/pcex/index.html?lang=PYTHON&set=py_win_percentage&ch=py_win_percentage_won_equal,"Printing,CallingLibraryFunction,CreatingString,Division,TransformingToIntType,SingleWhileLoopIteration,AssigningValueVariable,HandlingInput,Addition,BooleanEvaluating","int,while,compare-lessthan,str,variable-decl-or-assign,print-to-user,typecast-int,conditional-or,compare-greaterthan,str-or-num-add-op,floor-div,num-div-op,get-user-input,numeric-or-string-or-collection-assignment,variable-usage"
PYTHON,py_work_hours,py_work_hours1,PCEX Set,"Suppose we have an input file that contains information about how many hours each employee of a company has worked. The file looks like the following (Employee's name, Hours):\nErica 7.5 8.5 10.25 8 8.5\nErin 10.5 11.5 12 11 10.75\nSimone 8 8 8\n...\nConstruct a program that reads this file and calculates the total number of hours worked by each individual. Make sure that the program handles each specific exception that could occur. ","#Step 1: Define the function
def report_work_hours(file_name):
    #Step 1.1: Enclose the code that might throw an exception within the try block
    try :
        #Step 1.1.1: Open the file and process each line in the file        
        myfile = open( file_name, ""r"")
        for line in myfile:
            tokens = line.split()
            name = tokens[0]
            total = 0.0;
            for i in range(1, len(tokens)) :
                try :
                    total += float(tokens[i])
                except ValueError:
                    print(""Error in the hour."")
            print(""Total hours worked by "" + name  + "" = "" + str(total))
        #Step 1.1.2: Close the file
        myfile.close()
    #Step 1.2: Handle all possible exceptions that may be thrown in the try block 
    except FileNotFoundError:
        print(""File not found"")
    except IOError:
        print(""Problem with the file!"")
#Step 2: Call the function
name = input(""Enter the full path of a file: "")
report_work_hours(name)",http://pawscomp2.sis.pitt.edu/pcex/index.html?lang=PYTHON&set=py_work_hours,"ForLoopWithListIndexing,NestedForLoopIteration,ClosingFile,ForLoopWith,SplittingString,HandlingSpecificError,HandlingInput,DefiningSimpleFunction,CallingSimpleFunction,ReadingLine,SingleForLoopIteration,Printing,ChangingValueVariable,Concatenation,FindingLength,TransformingToStringType,NestedFunctionCall,Addition,CallingLibraryFunction,CreatingString,AssigningValueVariable,TransformingToFloatType,OpeningFile","int,nested-for,str-or-num-add-op,exception-types,length-of-collection-or-str,str,exception-handler,get-user-input,typecast-str,variable-usage,class-obj-instantiate,for-range-func-variable-decl-or-assign,file-open,variable-decl-or-assign,str-split-op,print-to-user,numeric-or-string-or-collection-assignment,typecast-float,functiondef,float,file-close,assignment-with-add,range-func"
PYTHON,py_work_hours,py_work_hours2,PCEX Challenge,"Suppose we have an input file that contains information about how many hours each employee of a company has worked. The file looks like the following (Employee's identification number, Employee's name, Hours):\n101 Erica 7.5 8.5 10.25 8 8.5\n783 Erin 10.5 11.5 12 11 10.75\n114 Simone 8 8 8\n...\nConstruct a program that reads this file and calculates the total number of hours worked by each individual. Make sure that the program handles each specific exception that could occur. ","#Step 1: Define the function
def report_work_hours(file_name):
    #Step 1.1: Enclose the code that might throw an exception within the try block
    try :
        #Step 1.1.1: Open the file and process each line in the file
        myfile = open( file_name, ""r"")
        for line in myfile:
            tokens = line.split()
            #Try to get the id of the employee as a number
            try :
                eid = int(tokens[0])
            except ValueError :
                print(""Error in the employee's id."")
            name = tokens[1]
            total = 0.0;
            for i in range(2, len(tokens)) :
                try :
                    total += float(tokens[i])
                except ValueError:
                    print(""Error in the employee's hour."")
            print(""Total hours worked by "" + name  + "" = "" + str(total))
        #Step 1.1.2: Close the file
        myfile.close()
    #Step 1.2: Handle all possible exceptions that may be thrown in the try block 
    except FileNotFoundError:
        print(""File not found"")
    except IOError:
        print(""Problem with the file!"")
#Step 2: Call the function
name = input(""Enter the full path of a file: "")
report_work_hours(name)",http://pawscomp2.sis.pitt.edu/pcex/index.html?lang=PYTHON&set=py_work_hours&ch=py_work_hours2,"ForLoopWithListIndexing,NestedForLoopIteration,ClosingFile,ForLoopWith,SplittingString,HandlingSpecificError,HandlingInput,DefiningSimpleFunction,CallingSimpleFunction,ReadingLine,TransformingToIntType,SingleForLoopIteration,Printing,ChangingValueVariable,Concatenation,FindingLength,TransformingToStringType,Addition,CallingLibraryFunction,CreatingString,AssigningValueVariable,TransformingToFloatType,OpeningFile","int,nested-for,typecast-int,str-or-num-add-op,exception-types,length-of-collection-or-str,str,exception-handler,get-user-input,typecast-str,variable-usage,class-obj-instantiate,for-range-func-variable-decl-or-assign,file-open,variable-decl-or-assign,str-split-op,print-to-user,numeric-or-string-or-collection-assignment,typecast-float,functiondef,float,file-close,assignment-with-add,range-func"
JAVA,arithmetic.bmi_calculator,BmiCalculator1,PCEX Set,BMI is a measure of body fat based on height and weight that applies to adult men and women. BMI Categories are as follows:\nUnderweight = <18.5\nNormal weight = 18.5–24.9\nOverweight = 25–29.9\nObesity = BMI of 30 or greater.\nEnglish BMI Formula (Imperial) is: BMI = (Weight in Pounds / (Height in inches x Height in inches)) x 703.\nConstruct a program that calculates the Body Mass Index (BMI) according to this formula.,"import java.util.Scanner;
public class BmiCalculator1 {
	public static void main(String[] args) {
		//Step 1: Receive the weight and height from the user
		Scanner scan = new Scanner(System.in);
		System.out.println(""Enter the weight in pounds:"");
		double weight = scan.nextDouble();
		System.out.println(""Enter the height in inches:"");
		double height = scan.nextDouble();
		scan.close();
		//Step 2: Calculate BMI
		double bmi = weight / Math.pow(height, 2) * 703;	
		//Step 3: Print the result
		System.out.println(""The BMI is: "" + bmi);
	}
}",http://pawscomp2.sis.pitt.edu/pcex/index.html?lang=JAVA&set=arithmetic.bmi_calculator,,
JAVA,arithmetic.bmi_calculator,BmiCalculator2,PCEX Challenge,BMI is a measure of body fat based on height and weight that applies to adult men and women. BMI Categories are as follows: \nUnderweight = <18.5\nNormal weight = 18.5–24.9\nOverweight = 25–29.9\nObesity = BMI of 30 or greater.\nEnglish BMI Formula (Imperial) is: BMI = (Weight in Pounds / (Height in inches x Height in inches)) x 703.\n BMI results are usually displayed as integers (values without decimal points). Construct a program to round the BMI result to the nearest integer.,"import java.util.Scanner;
public class BmiCalculator2 {
	public static void main(String[] args) {
		//Step 1: Receive the weight and height from the user
		Scanner scan = new Scanner(System.in);
		System.out.println(""Enter the weight in pounds:"");
		double weight = scan.nextDouble();
		System.out.println(""Enter the height in inches:"");
		double height = scan.nextDouble();
		scan.close();
		//Step 2: Calculate BMI
		double bmi = weight / Math.pow(height, 2) * 703;	
		//Step 3: Round up BMI
		bmi = Math.round(bmi);
		//Step 4: Discard the fractional part of BMI
		int resultBmi = (int) bmi;
		//Step 5: Print results
		System.out.println(""The BMI rounded to the nearest integer is: "" + resultBmi);
	}
}",http://pawscomp2.sis.pitt.edu/pcex/index.html?lang=JAVA&set=arithmetic.bmi_calculator&ch=BmiCalculator2,,
JAVA,arithmetic.f_to_c_conversion,CelsiusToFahrenheit,PCEX Set,Construct a program that computes the Fahrenheit equivalent of an input Celsius value using the formula F = (9/5)C + 32. The input Celsius value is an integer.,"import java.util.Scanner;
public class CelsiusToFahrenheit
{
	public static void main (String[] args)
	{
		//Step 1: Define the data that we need for this program
		final int BASE = 32;
		final double CONVERSION_FACTOR = 9.0 / 5;
		//Step 2: Read the input Celsius value
		Scanner scan = new Scanner(System.in);
		System.out.println(""Enter the Celsius value: "");
		int celsiusTemp = scan.nextInt();
		scan.close();
		//Step 3: Compute the  Fahrenheit equivalent of the Celsius value
		double fahrenheitTemp = celsiusTemp * CONVERSION_FACTOR + BASE;
		System.out.println(""Celsius Temperature: "" + celsiusTemp);
		System.out.println(""Fahrenheit Equivalent: "" + fahrenheitTemp);
	}
}",http://pawscomp2.sis.pitt.edu/pcex/index.html?lang=JAVA&set=arithmetic.f_to_c_conversion,,
JAVA,arithmetic.f_to_c_conversion,FahrenheitToCelsius,PCEX Challenge,Construct a program that computes the Celsius equivalent of an input Fahrenheit value using the formula C = (F - 32) (5/9). The input Fahrenheit value is an integer.,"import java.util.Scanner;
public class FahrenheitToCelsius {
	public static void main(String[] args) {
		//Step 1: Define the data that we need for this program
		final int BASE = 32;
		final double CONVERSION_FACTOR = 5.0 / 9;
		//Step 2: Read the input Fahrenheit value
		Scanner scan = new Scanner(System.in);
		System.out.println(""Enter the Fahrenheit value: "");
		int fahrenheitTemp = scan.nextInt();
		scan.close();
		//Step 3: Compute the Celsius equivalent of the Fahrenheit value
		double celsiusTemp = (fahrenheitTemp - BASE) * CONVERSION_FACTOR ;
		System.out.println(""Fahrenheit Temperature: "" + fahrenheitTemp);
		System.out.println(""Celsius Equivalent: "" + celsiusTemp);
	}
}",http://pawscomp2.sis.pitt.edu/pcex/index.html?lang=JAVA&set=arithmetic.f_to_c_conversion&ch=FahrenheitToCelsius,,
JAVA,arithmetic.pythagorean_theorem,PythagoreanTheorem1,PCEX Set,"Construct a program that accepts two input values from the user, one for each side of a right-angle triangle. The program uses the Pythagorean theorem (c^2 = a^2 + b^2) to calculate the length of the triangle's hypotenuse.","import java.util.Scanner;
public class PythagoreanTheorem1 {
	public static void main(String[] args) {
		//Step 1: Receive the values for each side of a right-angle triangle
		Scanner scan = new Scanner(System.in);
		System.out.println(""Enter the length of side A:"");
		double sideA = scan.nextDouble();
		System.out.println(""Enter the length of side B:"");
		double sideB = scan.nextDouble();
		scan.close();
		//Step 2: Calculate square of side A
		double squareSideA = Math.pow(sideA, 2);
		//Step 3: Calculate square of side B
		double squareSideB = Math.pow(sideB, 2);
		//Step 4: Use Pythagorean theorem to calculate the length of the triangle's hypotenuse
		double hypotenuse = Math.sqrt(squareSideA + squareSideB);
		//Step 5: Print the result
		System.out.println(""Given that side A is "" + sideA + "" and side B is "" + sideB + "", the hypotenuse is "" + hypotenuse);
	}
}",http://pawscomp2.sis.pitt.edu/pcex/index.html?lang=JAVA&set=arithmetic.pythagorean_theorem,,
JAVA,arithmetic.pythagorean_theorem,PythagoreanTheorem2,PCEX Challenge,Suppose that the user provides two input values for a right-angle triangle. The first input is for the length of an adjacent side in the triangle and the second input is for the hypotenuse of that triangle. The program calculates the second adjacent side of the triangle using these two input values. Use the Pythagorean theorem (c^2 = a^2 + b^2) to find the length of the second adjacent side.,"import java.util.Scanner;
public class PythagoreanTheorem2 {
	public static void main(String[] args) {
		//Step 1: Receive the values for the first side of a right-angle triangle and the hypotenuse
		Scanner scan = new Scanner(System.in);
		System.out.println(""Enter the length of side A:"");
		double sideA = scan.nextDouble();
		System.out.println(""Enter the length of the hypotenuse:"");
		double hypotenuse = scan.nextDouble();
		scan.close();
		//Step 2: Calculate square of side A
		double squareSideA = Math.pow(sideA, 2);
		//Step 3: Calculate square of hypotenuse
		double squareHypotenuse = Math.pow(hypotenuse, 2);
		//Step 4: Use Pythagorean theorem to calculate the length of the triangle's other adjacent side
		double sideB = Math.sqrt(squareHypotenuse - squareSideA);
		//Step 4: Print the result
		System.out.println(""Given that side A is "" + sideA + "" and the hypotenuse is "" + hypotenuse + "", side B is "" + sideB);
	}
}",http://pawscomp2.sis.pitt.edu/pcex/index.html?lang=JAVA&set=arithmetic.pythagorean_theorem&ch=PythagoreanTheorem2,,
JAVA,arithmetic.time_conversion,DisplayTime1,PCEX Set,"Construct a program that obtains minutes and remaining seconds from the input amount of time in seconds. For example, 500 seconds contains 8 minutes and 20 seconds.","import java.util.Scanner;
public class DisplayTime1 {
	public static void main(String[] args) {
		//Step 1: Read the seconds
		Scanner scan = new Scanner(System.in);
		System.out.println(""Enter an integer for seconds: "");
		int seconds = scan.nextInt();
		scan.close();
		//Step 2: Obtain minutes and remaining seconds from the input seconds
		int minutes = seconds / 60; 
		int remainingSeconds = seconds % 60;
		//Step 3: Display the result
		System.out.println(seconds + "" seconds is "" + minutes +    "" minutes and "" + remainingSeconds + "" seconds."");  
	}
}",http://pawscomp2.sis.pitt.edu/pcex/index.html?lang=JAVA&set=arithmetic.time_conversion,,
JAVA,arithmetic.time_conversion,DisplayTime2,PCEX Challenge,"Construct a program that obtains hours, minutes, and seconds from an amount of time in milliseconds.","import java.util.Scanner;
public class DisplayTime2 {
  public static void main(String[] args) {
	//Step 1: Read the milliseconds
	Scanner scan = new Scanner(System.in);
	System.out.println(""Enter the milliseconds: "");
	long milliSeconds = scan.nextLong();
	scan.close();
	//Step 2: Obtain hours, minutes and seconds from the milliseconds
    long totalSecs = milliSeconds / 1000;
    long hours = totalSecs / 3600;
    long mins = (totalSecs / 60) % 60;
    long secs = totalSecs % 60;
    //Step 3: Display the result
    System.out.println(milliSeconds+"" milliseconds is ""+hours + "" hours and "" + mins + "" minutes and "" + secs + "" seconds."");
  }
}",http://pawscomp2.sis.pitt.edu/pcex/index.html?lang=JAVA&set=arithmetic.time_conversion&ch=DisplayTime2,,
JAVA,arraylist.vocabulary,JVocabulary1,PCEX Set,"Construct a program that reads a text file and creates a list of the words that the file contains, ignoring the case of the letters. Assume that all of the words in the text file are separated by a single space characters.","import java.util.*;
import java.io.*;
public class JVocabulary1 {
	public static void main(String[] args) {
		JVocabulary1 v1 = new JVocabulary1();
		ArrayList<String> lst = v1.getWords(""test1.txt"");
		System.out.println(""words = "" + lst);
	}
	//Step 1: Define the method that creates a list of words from a file
	public ArrayList<String> getWords(String fileName) {
		//Step 1.1: Create an empty list to store the words
		ArrayList<String> words = new ArrayList<String>();
		//Step 1.2: Enclose the code that might throw an exception within the try block
		try {
			//Step 1.2.1: Wrap a BufferedReader around a FileReader
			FileReader fr = new FileReader(fileName); 
			BufferedReader br = new BufferedReader(fr); 
			//Step 1.2.2: Use the BufferedReader object to read one line at a time
			String line = null;
			while ( ( line = br.readLine() ) != null) {
				//Split the line into words, ignoring the case of the letters
				String[] tokens = line.toLowerCase().split("" "");
				//Add each word in the line to the list
				for (String token : tokens) {
					words.add(token);
				}
			}
			//Step 1.2.3: Close the BufferedReader object attached to the file
			br.close();
		//Step 1.3: Handle all possible exceptions that may be thrown in the try block 
		} catch (FileNotFoundException ex) {
			System.out.println(""File not found"");
		} catch (IOException ex ) {
			System.out.println(""Problem with the file!"");
		}
		//Step 1.4: return the list
		return words;
	}
}",http://pawscomp2.sis.pitt.edu/pcex/index.html?lang=JAVA&set=arraylist.vocabulary,,
JAVA,arraylist.vocabulary,JVocabulary2,PCEX Challenge,"Construct a program that reads two text files and creates a list of the words that each of these files contains, ignoring the case of the letters. The program should determine which list is larger in size, i.e., which list has more words.\nAssume that all of the words in these text files are separated by a single space characters.","import java.util.*;
import java.io.*;
public class JVocabulary2 {
	public static void main(String[] args) throws FileNotFoundException {
		JVocabulary2 v2 = new JVocabulary2();
		ArrayList<String> lst1 = v2.getWords(""test1.txt"");
		System.out.println(""list1 words = "" + lst1);
		ArrayList<String> lst2 = v2.getWords(""test2.txt"");
		System.out.println(""list2 words = "" + lst2);
		v2.compareLists(lst1, lst2);
	}
	//Step 1: Define the method that compares two lists to find the largest one
	public void compareLists(ArrayList<String> list1, ArrayList<String> list2 ) {
		if ( list1.size() > list2.size() ) {
			System.out.println(""list1 has more words."");
		} else if ( list2.size() > list1.size() ) {
			System.out.println(""list2 has more words"");
		} else {
			System.out.println(""list1 and list2 have the same number of words."");
		}
	}
	//Step 2: Define the method that creates a list of words from a file
	public ArrayList<String> getWords(String fileName) {
		//Step 2.1: Create an empty list to store the words
		ArrayList<String> words = new ArrayList<String>();
		//Step 2.2: Enclose the code that might throw an exception within the try block
		try {
			//Step 2.2.1: Wrap a BufferedReader around a FileReader
			FileReader fr = new FileReader(fileName); 
			BufferedReader br = new BufferedReader(fr); 
			//Step 2.2.2: Use the BufferedReader object to read one line at a time
			String line = null;
			while ( ( line = br.readLine() ) != null) {
				//Split the line into words, ignoring the case of the letters
				String[] tokens = line.toLowerCase().split("" "");
				//Add each word in the line to the list
				for (String token : tokens) {
					words.add(token);
				}
			}
			//Step 2.2.3: Close the BufferedReader object attached to the file
			br.close();
		//Step 2.3: Handle all possible exceptions that may be thrown in the try block 
		} catch (FileNotFoundException ex) {
			System.out.println(""File not found"");
		} catch (IOException ex ) {
			System.out.println(""Problem with the file!"");
		}
		//Step 2.4: return the list
		return words;
	}
}",http://pawscomp2.sis.pitt.edu/pcex/index.html?lang=JAVA&set=arraylist.vocabulary&ch=JVocabulary2,,
JAVA,arrays.j_array_basic,JArrayBasic1,PCEX Set,"Construct a program that initializes an array with three integers, changes the first element in the array, and finally, prints all the array elements.","public class JArrayBasic1
{
   public static void main (String[] args)
   {
	  //#Step 1: Define an array of three integers
	   int[] lst = { 10, 9, 7 };
	   //Step 2: Update the array element
	   lst[0] = 2;
	   //Step 3: Print the array elements
	   for (int x : lst) {
		   System.out.print(x + ""  "");
	   }
   }
}",http://pawscomp2.sis.pitt.edu/pcex/index.html?lang=JAVA&set=arrays.j_array_basic,,
JAVA,arrays.j_array_basic,JArrayBasic2,PCEX Challenge,"Construct a program that initializes an array with five floating-point numbers, changes the second element in the array, and finally, prints all the array elements.","public class JArrayBasic2
{
   public static void main (String[] args)
   {
	  //#Step 1: Define an array of five floating-point numbers
	   double[] lst = {1.9, 2.9, 3.4, 3.5, 3.9};
	   //Step 2: Update the array element
	   lst[1] = 20.5;
	   //Step 3: Print the array elements
	   for (double x : lst) {
		   System.out.print(x + ""  "");
	   }
   }
}",http://pawscomp2.sis.pitt.edu/pcex/index.html?lang=JAVA&set=arrays.j_array_basic&ch=JArrayBasic2,,
JAVA,arrays.j_array_basic,JArrayBasic3,PCEX Challenge,"Construct a program that initializes an array with four strings, changes the last element in the array, and finally, prints all the array elements.","public class JArrayBasic3
{
   public static void main (String[] args)
   {
	  //#Step 1: Define an array of four strings
	   String[] lst = {""morning"", ""noon"", ""afternoon"", ""evening""};
	   //Step 2: Update the array element
	   lst[3] = ""midnight"";
	   //Step 3: Print the array elements
	   for (String x : lst) {
		   System.out.print(x + ""  "");
	   }
   }
}",http://pawscomp2.sis.pitt.edu/pcex/index.html?lang=JAVA&set=arrays.j_array_basic&ch=JArrayBasic3,,
JAVA,arrays.j_array_change,JArrayIncrementElements,PCEX Set,Construct a program that increments all elements of the array by 1.,"public class JArrayIncrementElements {
	public static void main(String[] args) {
		//Step 1: Define and initialize the array
	   int[] lst = { 1, 2, 3, 4, 5, 6 };
	   //Step 2: Iterate through the array elements 
	   for (int i = 0; i < lst.length; i++) {
		    //Step 2.1: Increment the element at index i by 1
	      lst[i] += 1;
	   }
		//Step 3: Print the array elements
	   for (int x : lst) {
		   System.out.print(x + ""  "");
	   }
	}
}",http://pawscomp2.sis.pitt.edu/pcex/index.html?lang=JAVA&set=arrays.j_array_change,,
JAVA,arrays.j_array_change,JArraySwapAdjacentElements,PCEX Challenge,"Construct a program that swaps pairs of adjacent elements of the array. For example, if the array is {1, 2, 3, 4, 5, 6}, the program will change it to {2, 1, 4, 3, 6, 5}.\nThis program assumes that the array has always an even number of elements.","public class JArraySwapAdjacentElements {
	public static void main(String[] args) {
		//Step 1: Define and initialize the array
	   int[] lst = { 1, 2, 3, 4, 5, 6 };
	   //Step 2: Iterate through the pairs of adjacent elements in the array
	   for (int i = 0; i < lst.length; i += 2) {
		    //Step 2.1: Swap the element at index i with the element at index i+1
		    int temp = lst[i];
		    lst[i] = lst[i+1];
		    lst[i+1] = temp;
	   }
		//Step 3: Print the array elements
	   for (int x : lst) {
		   System.out.print(x + ""  "");
	   }
	}
}",http://pawscomp2.sis.pitt.edu/pcex/index.html?lang=JAVA&set=arrays.j_array_change&ch=JArraySwapAdjacentElements,,
JAVA,arrays.j_array_fill,JArrayFillOdds,PCEX Set,Construct a program that creates an array of first ten positive odd numbers.,"public class JArrayFillOdds {
	public static void main(String[] args) {
		//Step 1: Create an array of ten elements of type int
		int[] lst = new int[10];
		//Step 2: Iterate over the indexes of the array
		for (int i = 0; i < 10; i++) {
			//Step 2.1: Assign an odd number to the index i of the array
			lst[i] =  2 * i + 1 ;
		}
		//Step 3: Print the array elements
	   for (int x : lst) {
		   System.out.print(x + ""  "");
	   }
	}
}",http://pawscomp2.sis.pitt.edu/pcex/index.html?lang=JAVA&set=arrays.j_array_fill,,
JAVA,arrays.j_array_fill,JArrayFillUserInput,PCEX Challenge,Construct a program that creates an array of eight string values received from the user.,"import java.util.Scanner;
public class JArrayFillUserInput {
	public static void main(String[] args) {
		//Step 1: Create an array of eight elements of type string
		String[] lst = new String[8];
		//Step 2: Iterate over the indexes of the array
		Scanner scan = new Scanner(System.in);
		for (int i = 0; i < 8; i++) {
			//Step 2.1: Assign the user input to the index i of the array
			System.out.println(""Enter a value: "");		
			lst[i] = scan.next();
		}
		scan.close();
		//Step 3: Print the array elements
	   for (String x : lst) {
		   System.out.print(x + ""  "");
	   }
	}
}",http://pawscomp2.sis.pitt.edu/pcex/index.html?lang=JAVA&set=arrays.j_array_fill&ch=JArrayFillUserInput,,
JAVA,arrays.j_array_min_max,JArrayMax,PCEX Set,Write a program that finds the maximum value in an array.,"public class JArrayMax {
	public static void main(String[] args) {
		//Step 1: Define and initialize the array
		int[] values = {5, 8, 4, 78, 95, 12, 1, 0, 6, 35, 46};
		//Step 2: Set the first value to be the maximum value so far.
		int maxValue = values[0];
		//Step 3: Iterate through the remaining values in the array and decide which one is the maximum value 
		for (int i = 1; i < values.length; i++) {
			//Step 3.1: Determine if the element at index i is the maximum value so far
			if (values[i] > maxValue) {
				maxValue = values[i];
			}
		}
		//Step 4: Print the maximum value in the array
		System.out.println(""Maximum value: "" + maxValue);
	}
}",http://pawscomp2.sis.pitt.edu/pcex/index.html?lang=JAVA&set=arrays.j_array_min_max,,
JAVA,arrays.j_array_min_max,JArrayMin,PCEX Challenge,Write a program that finds the minimum value in an array.,"public class JArrayMin {
	public static void main(String[] args) {
		//Step 1: Define and initialize the array
		int[] values = {5, 8, 4, 78, 95, 12, 1, 0, 6, 35, 46};
		//Step 2: Set the first value to be the minimum value so far.
		int minValue = values[0];
		//Step 3: Iterate through the remaining values in the array and decide which one is the minimum value 
		for (int i = 1; i < values.length; i++) {
			if (values[i] < minValue) {
				minValue = values[i];
			}
		}
		//Step 4: Print the minimum value in the array
		System.out.println(""Minimum value: "" + minValue);
	}
}",http://pawscomp2.sis.pitt.edu/pcex/index.html?lang=JAVA&set=arrays.j_array_min_max&ch=JArrayMin,,
JAVA,arrays.j_array_process_elements,JSumArrayElements,PCEX Set,Construct a program that computes the sum of all the values in an array.,"public class JSumArrayElements {
	public static void main(String[] args) {
		//Step 1: Define the data and variable that we need for this program
		int[] lst = {12, 15, 3, 4, 6, 5};
		int total = 0;
	    //Step 2: Iterate through the array values and add each value to the running total
		for (int x : lst) {
		    total += x;
		}
	    //Step 3: Print the sum of the array values 
		System.out.println(""The sum of values in the array: "" + total);
	}
}",http://pawscomp2.sis.pitt.edu/pcex/index.html?lang=JAVA&set=arrays.j_array_process_elements,,
