set_id,set_name,item_name,item_type,item_language,item_tags,item_description,item_code,generated_kcs
664e42de91363872f0ba36f1,py_print_medals,Printing Table of Medal Winner Counts with Row and Column Totals,challenge,PYTHON,,"Assume that we have a 7x4 matrix that stores the number of medals that seven countries won in the skating competitions at the Winter Olympic. This matrix looks like as follows:\n[[ ""Canada"", 1, 0, 1 ],\n [ ""China"", 1, 1, 0 ],\n ...]\nEach row of this matrix corresponds to the medal counts for the country in that row. The second, third, and fourth numbers within a row represent the number of Gold, Silver, and Bronze medals won by the corresponding country in that row.\nConstruct a program that takes this matrix and prints a table of medal counts with row and column totals. The column totals are the sum of the gold, silver, and bronze medals won in the competition. The output table should look like as follows:\n      Country    Gold  Silver  Bronze   Total\n         Canada        1       0       1          2\n            China        1       1       0          2\n           ...\nColumn Total      4       4       4","#Step 1: Define a 7x4 matrix that stores the number of medals won by seven countries
medal_counts = [[ ""CAN"", 1, 0, 1 ],
                [ ""CHN"", 1, 1, 0 ],
                [ ""GER"", 0, 0, 1 ],
                [ ""KOR"", 1, 0, 0 ],
                [ ""JPN"", 0, 1, 1 ],
                [ ""RUS"", 0, 1, 1 ],
                [ ""USA"", 1, 1, 0 ]]
#Step 2: Create a list to store column totals
column_totals = [0] * ( len(medal_counts[0]) - 1 )
#Step 3: Print the header of the output table
print(""{:>4s}{:>3s}{:>3s}{:>3s}{:>4s}"".format(""Name"",""G"",""S"",""B"",""All""))
#Step 4: Iterate through the rows in the medal counts matrix
for i in range(len(medal_counts)):
    #Step 4.1: Assign initial values to variables we need for printing row i
    line = ""{:>4s}"".format(medal_counts[i][0])
    row_total = 0
    #Step 4.2: Iterate through the columns that have medal counts  
    for j in range(1, len(medal_counts[0])):
        #Step 4.2.1: Append medal counts to the content of row i
        line += ""{:>3d}"".format(medal_counts[i][j])
        #Step 4.2.2: Update the row total for row i 
        row_total += medal_counts[i][j]
        #Step 4.2.3: Update the column total for the column j 
        column_totals[j-1] += medal_counts[i][j]
    #Step 4.3: Add the row total to the content of the output table for row i
    line += ""{:>3d}"".format(row_total)
    #Step 4.4: Print the content of the output table for row i
    print(line)
#Step 5: Print the column totals
line = ""{:>4s}"".format(""All"")
for j in range(len(column_totals)):
    line += ""{:>3d}"".format(column_totals[j])
print(line)","['Matrix initialization', 'List indexing', 'For loop', 'String formatting', 'Arithmetic operations', 'Variable assignment', 'Print statement', 'List length determination']"
664e42a291363872f0ba36e4,py_divisor,Finding the Largest Divisor of a Positive Number,challenge,PYTHON,,"Construct a program that finds the largest divisor of a positive number, excluding the number itself. For example, the largest divisor of 24 is 12.","#Step 1: Assign initial values to the variables which we need for this program
num = 15
divisor = num-1
#Step 2: Find the largest divisor of the number        
while num % divisor != 0 :
    divisor -= 1
print(""The largest divisor of"", num, ""is"", divisor)","['While loop', 'Modulo operation', 'Variable assignment', 'Subtraction operation', 'Function call', 'Integer usage', 'Not-equal comparison']"
664e427a91363872f0ba36d4,py_nested_if_min_max,Determining the Largest of the Three Integers,challenge,PYTHON,,Construct a program that determines the largest of the three integer values entered by the user.,"#Step 1: Read the three integers 
text = input(""Enter the first integer: "")
num1 = int(text)
text = input(""Enter the second integer: "")
num2 = int(text)
text = input(""Enter the third integer: "")
num3 = int(text)
#Step 2: Determine the maximum integer
if num1 > num2 :
    if num1 > num3 :
        max_num = num1
    else :
        max_num = num3
else :
    if num2 > num3 :
        max_num = num2
    else :
        max_num = num3
#Step 3: Print the maximum integer
print(""Maximum value:"", max_num)","['Input function', 'String to integer conversion', 'Variable assignment', 'Greater-than comparison', 'If statement', 'Print function']"
664e427491363872f0ba36cc,py_range_one,Printing Consecutive Numbers Starting from Zero (Case 2) ,challenge,PYTHON,,Construct a program that prints a sequence of numbers from 0 (inclusive) to 6 (exclusive).,"#Step 1: Iterate through the numbers in the sequence
for num in range(6): 
    #Step 1.1: Print each number in the sequence
    print(num)","['For loop', 'Range function', 'Print function', 'Integer usage']"
664e426f91363872f0ba36c4,py_trees_insert_binarytree,Inserting binary tree,challenge,PYTHON,,"In a BinaryTree, adding new nodes to the tree is an important capability to have.\nConstruct a simple implementation of a BinaryTree consisting of an __init__ method and an insertRight method, which adds new nodes to the tree to the right of the root.","# Define a binary tree class
class BinaryTree:
    def __init__(self, root):
        self.key = root
        self.left = None
        self.right = None
    # Define a function to insert node from the right
    def insert_right(self, new_node):
        if self.right is None:
            self.right = BinaryTree(new_node)
        else:
            node_tree = BinaryTree(new_node)
            node_tree.right = self.right
            self.right = node_tree
    # Define a function to print the tree
    def print_tree(self):
        if self.left:
            self.left.print_tree()
        print(self.key, "" "", end="""")
        if self.right:
            self.right.print_tree()
# Initializing a tree
root = BinaryTree(10)
root.insert_right(5)
root.insert_right(6)
root.insert_right(14)
root.print_tree()","['Class definition', 'Constructor method', 'Attribute assignment', 'Method definition', 'If statement', 'Object instantiation', 'Method call', 'Recursive method call', 'Print statement', 'None keyword usage']"
664e424a91363872f0ba36b1,objects_classes_tv,The Class for Representing a TV (Case 2),challenge,PYTHON,,"Construct a class that represents a TV. The class should contain data that represents the TV's state (power on or off, current volume level). The state of the TV could be accessed or changed only through the getter and setter methods. The class should also include methods to change the state of the TV (turn on/off, change volume level). Assume that the volume level is an integer and ranges from 1 to 7 (both inclusive).","#Step 1: Define the class
class TV2 :
    #Step 1.1: Initialize the state of the TV
    def __init__(self):
        self.__on = False
        self.__volume_level = 1   
    #Step 1.2: Define the methods to change the on/off state of the TV 
    def turn_on(self) :
        self.__on = True
    def turn_off(self) :
        self.__on = False
    #Step 1.3: Define the methods to change the volume level of the TV 
    def set_volume(self, new_volume_level) :
        if self.__on and new_volume_level >= 1 and new_volume_level <= 7 :
            self.__volume_level = new_volume_level
    def volume_up(self) :
        if self.__on and self.__volume_level < 7 :
            self.__volume_level += 1
    def volume_down(self) :
        if self.__on and self.__volume_level > 1 :
            self.__volume_level -= 1
    #Step 4: Define the methods to get the current state of the TV 
    def get_volume_level(self) :
        return self.__volume_level
    def is_on(self) :
        return self.__on
#Step 2: Test the class
tv1 = TV2()
tv1.turn_on()
tv1.set_volume(4)
tv1.set_volume(-1)
tv1.volume_down()
tv2 = TV2()
tv2.turn_on()
tv2.volume_up()
print(""tv1's volume level is "" + str(tv1.get_volume_level()))
print(""tv2's volume level is "" + str(tv2.get_volume_level()))","['Class definition', 'Constructor method', 'Private attribute', 'Method definition', 'Conditional statement', 'Comparison operation', 'Boolean usage', 'Integer usage', 'Function call', 'String usage', 'Variable assignment', 'Return statement']"
664e423991363872f0ba36a9,py_str_count,Counting the Occurrences of One String in Another (Case 2),challenge,PYTHON,,"Construct a program that has a function that receives a string and returns the number of times that the string ""hi?t"" appears anywhere in the given string where '?' could be any letter. For example, ""hint"" and ""hilt"" would count as a match.\nAll string comparisons should be case-insensitive.","#Step 1: Define the function
def count_hi(s):
    #Step 1.1: Assign initial value to the variable that we need for the counts
    count = 0
    #Step 1.2: Iterate through the characters in the given string 
    for i in range(len(s)-3):
        #Step 1.2.1: Increment the counts by 1 if we find a match
        if s[i:i+2].lower() == ""hi"" and s[i+3].lower() == ""t"":
            count += 1
    #Step 1.3: Return the counts
    return count
#Step 2: Call the function
print(count_hi(""hiatc?Hi ho hIx""))","['Function definition', 'For loop', 'Range function', 'String slicing', 'String method usage', 'Equality comparison', 'Variable assignment', 'Return value', 'Function call', 'Output function']"
664e423291363872f0ba36a0,py_rent_car,Determining When a Customer Could Rent a Car (Case 2),challenge,PYTHON,,Construct a program that determines whether a customer could rent a car based on the inputs that it receives from the car rental agent. Rental cars are available to licensed drivers of 21 years of age or over who have not had a car accident.,"#Step 1: Read the input for the customer's age 
text = input(""Enter the customer's age:"")
age = int(text)
#Step 2: Read the input for determining whether the customer has driver's license
text = input(""Enter 1 if the customer has driver's license, otherwise enter 0:"")
input_num = int(text)
#Step 3: Determine whether the customer has driver's license
if input_num == 1 :
    has_license = True
else:
    has_license = False
#Step 4: Read the input for determining whether the customer has had an accident
text = input(""Enter 1 if the customer has had an accident, otherwise enter 0:"")
input_num = int(text)
#Step 5: Determine whether the customer has had an accident
if input_num == 1 :
    had_accidents = True
else:
    had_accidents = False
#Step 6: Write the boolean expression to determine whether a customer could rent a car
can_rent_car = age >= 21 and has_license and not had_accidents
#Step 7: Print the result
if can_rent_car == True :
    print(""Yes! The customer could rent a car."")
else:
    print(""No! The customer could not rent a car."")","['Input reading', 'String to integer conversion', 'If-else statement', 'Boolean assignment', 'Greater-than-or-equal comparison', 'Logical operators', 'Output printing', 'Variable assignment', 'Equality comparison']"
664e423291363872f0ba36a0,py_rent_car,Determining When a Customer Could Rent a Car (Case 3),challenge,PYTHON,,"Construct a program that determines whether a customer could rent a car based on the inputs that it receives from the car rental agent. Rental cars are available to licensed drivers who are either at least 21 years old or have a credit card with $10,000 or more of credit.","#Step 1: Read the input for the customer's age 
text = input(""Enter the customer's age:"")
age = int(text)
#Step 2: Read the input for determining whether the customer has driver's license
text = input(""Enter 1 if the customer has driver's license, otherwise enter 0:"")
input_num = int(text)
#Step 3: Determine whether the customer has driver's license
if input_num == 1 :
    has_license = True
else:
    has_license = False
#Step 4: Read the input for the customer's credit amount
text = input(""Enter the customer's credit amount:"")
credit = int(text)
#Step 5: Write the boolean expression to determine whether a customer could rent a car
can_rent_car = has_license and (age >= 21 or credit >= 10000)
#Step 6: Print the result
if can_rent_car == True :
    print(""Yes! The customer could rent a car."")
else:
    print(""No! The customer could not rent a car."")","['Input function', 'String to integer conversion', 'Equality comparison', 'Boolean assignment', 'Logical AND operation', 'Logical OR operation', 'Greater-than-or-equal-to comparison', 'If-else statement', 'Print function']"
664e422491363872f0ba368e,py_sorting_selection_sort,Selection sort,challenge,PYTHON,,"Descending-order Selection sort operates by finding the maximum element of an array and moving it to the “beginning” of the array, with the “beginning” of the array incrementing forward after each element is placed in its proper position. Construct a function that performs selection sort on the given list, in descending order.","# Define a function that achieves descending-order selection sort.
def sel_sort(data):
    for i in range(len(data)):
            max_index = i
            for j in range(i+1, len(data)):
            # Check if the current element at maxindex is smaller than the next element
                if data[max_index] < data[j]:
                    max_index = j
            data[i], data[max_index] = data[max_index], data[i]
    return data
num_list = [20, -3, 0, 25, 300, 10]
print(sel_sort(num_list))","['For loop', 'Function call', 'Indexing operation', 'Less-than comparison', 'Variable assignment', 'Tuple unpacking', 'Function definition', 'Return value', 'List usage', 'Output operation']"
664e421991363872f0ba3686,py_student_score,Creating a Dictionary of Student-Scores Pairs (Case 2),challenge,PYTHON,,"Assume we have a list of students and a list of their corresponding test scores. Construct a program that has two functions:\n- a function that receives these two lists and returns a dictionary that maps each student to the scores of that student, and \n- a function that receives the dictionary created by the above function and calculates the average score of each student","#Step 1: Define the function that creates the dictionary
def create_dictionary(std_lst, test_lst):
    #Step 1.1: Create an empty dictionary 
    res_dict={}
    #Step 1.2: Update the dictionary entries as we iterate through the indexes in the given lists
    for i in range(len(std_lst)):
        if std_lst[i]  in res_dict:
            res_dict[ std_lst[i] ].append( test_lst[i] )
        else:
            res_dict[ std_lst[i] ] = [ test_lst[i] ]
    return res_dict
#Step 2: Define the function that calculates the average of each student's scores
def average(new_dict):
    #Step 2.1: Iterate through the students in the dictionary
    for std_name in new_dict :
        #Step 2.1.1: Iterate through the list of student's scores, add each score to the running total
        total = 0;
        for score in new_dict[std_name]:
            total+= score
        #Step 2.1.2: Calculate and print the average of student's scores
        average = total/len(new_dict[std_name])
        print(std_name, average)
#Step 3: Call the functions
names = ['Joe', 'Tom', 'Barbara', 'Sue', 'Sally', 'Joe', 'Sue']
scores=[10, 23, 13, 18, 12, 9, 15]
average( create_dictionary(names, scores) )","['Function definition', 'Function argument', 'Dictionary initialization', 'For loop with range', 'If-else statement', 'List append operation', 'Dictionary key access', 'Arithmetic operations', 'Length function', 'Print function', 'Function call', 'Return value']"
664e40f991363872f0ba361b,py_single_linked_list,Singly Linked List,challenge,PYTHON,,"Create the necessary classes for a Singly Linked List, containing the method add(item) to add a new item to the beginning of the linked list. Test the singly linked list after the classes are created.","# Step 1: Define Node class
class SLinkedListNode:
    def __init__(self, initData, initNext):
        self.data = initData
        self.next = initNext
    def getData(self):
        return self.data
    def getNext(self):
        return self.next
    def setData(self, newData):
        self.data = newData
    def setNext(self, newNext):
        self.next = newNext
# Step 2: Define the Singly Linked List class
class SLinkedList:
    def __init__(self):
        self.head = None
        self.size = 0
    def __str__(self):
        s = '['
        i = 0
        current = self.head
        while current != None:
            if i > 0:
                s = s + ','
            dataObject = current.getData()
            if dataObject != None:
                s = s + '%s' % dataObject
                i = i + 1
            current = current.getNext()
        s = s + ']'
        return s
    def add(self, item):
        temp = SLinkedListNode(item, None)
        temp.setNext(self.head)
        self.head = temp
        self.size += 1
# Step 3: Test the Linked List
linked_list = SLinkedList()
linked_list.add('Position 1')
linked_list.add('Position 0')
print(linked_list)","['Class definition', 'Constructor method', 'Instance variables', 'Method definition', 'Object reference manipulation', 'While loop', 'String concatenation', 'Variable incrementation', 'Object instantiation', 'Function call', 'Conditional statement']"
664e40df91363872f0ba360a,py_concat_str_num,Concatenating Strings and Numbers (Case 2),challenge,PYTHON,,"Construct a program that uses variables x, y, and z to print ""x * 2 = 4"".","#Step 1: Assign initial values to the variables x, y, and z
x = 2
y = ""x * 2 = ""
z = x * 2
#Step 2: Print the text using the variables initialized above 
print(y + str(z))","['Variable assignment', 'Arithmetic operation', 'String concatenation', 'Type conversion', 'Function call', 'String usage']"
664e40df91363872f0ba360a,py_concat_str_num,Concatenating Strings and Numbers (Case 3),challenge,PYTHON,,"Construct a program that uses variables x, y, and z to print ""10 + 20 = 30"".","#Step 1: Assign initial values to the variables x, y, and z
x = 10
y = 20
z = x + y
#Step 2: Print the text using the variables initialized above 
print(str(x) + "" + "" + str(y) + "" = "" + str(z))","['Variable assignment', 'Addition operation', 'Function call', 'Type conversion', 'String concatenation', 'Integer usage', 'String usage']"
664e3d3491363872f0ba35af,py_work_hours,Reporting the Total Hours Each Employee Worked (Case 2) ,challenge,PYTHON,,"Suppose we have an input file that contains information about how many hours each employee of a company has worked. The file looks like the following (Employee's identification number, Employee's name, Hours):\n101 Erica 7.5 8.5 10.25 8 8.5\n783 Erin 10.5 11.5 12 11 10.75\n114 Simone 8 8 8\n...\nConstruct a program that reads this file and calculates the total number of hours worked by each individual. Make sure that the program handles each specific exception that could occur. ","#Step 1: Define the function
def report_work_hours(file_name):
    #Step 1.1: Enclose the code that might throw an exception within the try block
    try :
        #Step 1.1.1: Open the file and process each line in the file
        myfile = open( file_name, ""r"")
        for line in myfile:
            tokens = line.split()
            #Try to get the id of the employee as a number
            try :
                eid = int(tokens[0])
            except ValueError :
                print(""Error in the employee's id."")
            name = tokens[1]
            total = 0.0;
            for i in range(2, len(tokens)) :
                try :
                    total += float(tokens[i])
                except ValueError:
                    print(""Error in the employee's hour."")
            print(""Total hours worked by "" + name  + "" = "" + str(total))
        #Step 1.1.2: Close the file
        myfile.close()
    #Step 1.2: Handle all possible exceptions that may be thrown in the try block 
    except FileNotFoundError:
        print(""File not found"")
    except IOError:
        print(""Problem with the file!"")
#Step 2: Call the function
name = input(""Enter the full path of a file: "")
report_work_hours(name)","['Exception handling', 'File opening', 'File reading', 'String splitting', 'String to integer conversion', 'String to float conversion', 'For loop', 'Try-except block', 'File closing', 'User input', 'Function definition', 'Function call', 'String concatenation']"
664e3cae91363872f0ba3596,py_find_average,Calculating the Average of the Input Integers that are an Even Number,challenge,PYTHON,,"Construct a program that reads a series of integer values from the user, sums up the integers that are an even number, and calculate their average. The user enters 0 to indicate the end of the input.","#Step 1: Assign initial values to the variables which we need for this program
total = 0
count = 0
#Step 2: Read the first integer that the user enters
text = input(""Enter an integer (0 to quit): "")
num = int(text)
#Step 3: Process the integer that the user has entered, then receive and process the next integers as long as the user enters a non-zero integer; otherwise stop
while num != 0 :
    if num % 2 == 0 :
        count += 1
        total += num
    print(""The sum of even numbers so far is"", total, "", count of even numbers ="", count)
    text = input(""Enter an integer (0 to quit): "")
    num = int(text)
#Step 4: Calculate and print the average of the even integers entered by the user
if count == 0 :
    print(""No even integers were entered."")
else :
    average = total / count
print(""The average is:"", average)","['User input', 'Type conversion', 'While loop', 'If statement', 'Modulo operation', 'Increment operation', 'Addition operation', 'Output operation', 'Division operation', 'Equality comparison', 'Variable assignment']"
664e3cae91363872f0ba3596,py_find_average,Calculating the Average of Floating-Point Numbers,challenge,PYTHON,,"Construct a program that reads a series of non-negative floating-point numbers from the user, sums them up, and calculate their average.\nNote that you need to think what value should the program use to indicate the end of the input.","#Step 1: Define the variables that we need for this program
total = 0
count = 0
#/Step 2: Read the first number that the user enters
text = input(""Enter a number: "")
num = float(text)
#Step 3: Process the number that the user has entered, then receive and process the next numbers as long as the user enters a non-negative number; otherwise stop
while num >= 0.0 :
    count += 1
    total += num
    print(""The sum so far is"", total, "", count ="", count)
    text = input(""Enter a number: "")
    num = float(text) 
#Step 4: Calculate and print the average of the numbers entered by the user
if count == 0 :
    print(""No numbers were entered."")
else :
    average = total / count
print(""The average is:"", average)","['While loop', 'Input function', 'String to float conversion', 'Greater-than-or-equal-to comparison', 'Variable assignment', 'Addition operation', 'If statement', 'Division operation', 'Print function', 'Float-point usage']"
664e3ca591363872f0ba358b,py_win_percentage,Calculating the Winning Percentage of a Sports Team (Case 2) ,challenge,PYTHON,,"Construct a program that receives from the user the number of games in a tournament and the number of the games that a sports team won in the tournament, and calculates the winning percentage of that sports team. The program must ask the user for each of the two inputs until the user enters a valid number.","#Step 1: Read the number of games in the tournament
text = input(""Enter the number of games in the tournament: "")
total_games = int(text)       
#Step 2: Validate the user input for the number of games in the tournament, ask for a valid input as long as the user enters an invalid number; otherwise stop
while total_games <= 0 :
    text = input(""Enter the number of games in the tournament: "")
    total_games = int(text)
#Step 3: Read the number of games that the sports team won in the tournament
text = input(""Enter the number of games that the sports team won in the tournament: "")
wins = int(text)      
#Step 4: Validate the user input for the number of games that the sports team won in the tournament, ask for a valid input as long as the user enters an invalid number; otherwise stop
while wins < 0 or wins > total_games :
    text = input(""Enter the number of games that the sports team won in the tournament: "")
    wins = int(text)
#Step 5: Calculate and print the percentage of games won by a team
ratio = wins / total_games
print(""Winning percentage:"", ratio)","['User input', 'String to integer conversion', 'While loop', 'Comparison operation', 'Arithmetic operation', 'Output operation', 'Variable assignment', 'Logical operation']"
664e3ca591363872f0ba358b,py_win_percentage,Calculating the Winning Percentage of a Sports Team (Case 3),challenge,PYTHON,,"Construct a program that receives from the user the number of games that a sports team won and tied in a tournament of 12 games and calculates the winning percentage of the sports team, counting ties as half wins. The program must ask the user for each of the two inputs until the user enters a valid number.","#Step 1: Assign initial values to the variables which we need for this program
total_games = 12
#Step 2: Read the number of games that the sports team won in the tournament
text = input(""Enter the number of games that the sports team won in the tournament: "")
wins = int(text)      
#Step 3: Validate the user input for the number of wins, ask for a valid input as long as the user enters an invalid number; otherwise stop
while wins < 0 or wins > total_games :
    text = input(""Enter the number of games that the sports team won in the tournament: "")
    wins = int(text)
#Step 4: Read the number of games that the sports team tied in the tournament
text = input(""Enter the number of games tied: "")
ties = int(text)
#Step 5: Validate the user input for the number of ties, ask for a valid input as long as the user enters an invalid number; otherwise stop
while ties < 0 or total_games < (ties + wins) :
    text = input(""Enter the number of games tied: "")
    ties = int(text)
#Step 6: Calculate and print the percentage of games won by a team, counting ties as half wins
ratio = ( wins + ties // 2) / total_games
print(""Winning percentage:"", ratio)","['User input', 'String to integer conversion', 'While loop', 'Comparison operation', 'Arithmetic operations', 'Variable assignment', 'Output operation', 'Logical operation']"
664e3c9291363872f0ba3576,py_datatype_input_manipulation,Input Manipulation,challenge,PYTHON,,"Construct a program that takes a user's inputs and calculate the division of the inputs.Then convert the division result into an integer, check the current division result's type and print the original division result, converted result and the original division result's float absolute value.","# Step 1: Import math library
import math
# Step 2: Take the first input from the user
input_a = input(""Enter the first integer:"")
a = int(input_a)
# Step 3: Take the second input from the user
input_b = input(""Enter the second integer:"")
b = int(input_b)
# Step 3: Division
c = a/b
d = int(c)
# Check if d's type is integer and store the boolean result into the variable f
f = isinstance(d,int)
print(d)
print(f)
print(math.fabs(c))","['Integer conversion', 'Division operation', 'Float to integer conversion', 'Type checking', 'Output operation', 'Absolute value calculation', 'User input', 'Variable assignment']"
664e3c8b91363872f0ba356e,py_file_input_stat,Reporting File Information (Case 2) ,challenge,PYTHON,," Construct a program that receives the full path to an input file from the user, reads that file and reports the number of lines, the longest line, the number of words on each line, and the length of the longest word on each line. Make sure that the program handles each specific exception that could occur. Also, the program must ask the user for a valid file path until the user enters a file path that could be accessed without any exception.","#Step 1: Define the function that gets the valid file path
def get_file():
    valid = False
    while not valid : 
        try:
            file_name = input(""Enter the full path of a file: "")
            myfile = open( file_name, ""r"") 
            myfile.close()
            valid = True
        except FileNotFoundError:
            print(""File not found."")
        except IOError:
            print(""Problem with the file!"")
    return file_name
#Step 2: Define the function that processes the file
def get_stat(file_name):
    #Step 2.1: Assign initial value to variable that we need for reporting the file information
    num_lines = 0
    longest_line = """"
    #Step 2.2: Enclose the code that might throw an exception within the try block
    try :
        #Step 2.2.1: Open the file and process each line in the file
        myfile = open( file_name, ""r"")
        for line in myfile:
            num_lines += 1
            num_words = len(line.split())
            #Determine if the line is the longest line so far
            if (len(line) > len(longest_line)) :
                longest_line = line
            #Find the length of the longest word in the line
            longest_word = 0
            for w in line.split() :
                if len(w) > longest_word :
                    longest_word = len(w)
            #Print the line information
            print(""Line "" + str(num_lines) + "" has "" + str(num_words) + "" tokens (longest = "" + str(longest_word) + "")"")
        print(""Longest line:"" + longest_line)
        #Step 2.2.2: Close the file
        myfile.close()
    #Step 2.3: Handle all possible exceptions that may be thrown in the try block 
    except FileNotFoundError:
        print(""File not found."")
    except IOError:
        print(""Problem with the file!"")
#Step 3: Call the functions
get_stat( get_file() )","['User input', 'File opening', 'File closing', 'While loop', 'Try-except block', 'Specific exception handling', 'String concatenation', 'String usage', 'Function definition', 'Function call', 'Variable assignment', 'For loop', 'String splitting', 'Integer usage', 'Comparison operations', 'Return value']"
664e3c7791363872f0ba3566,py_recursion_gcf,Greatest Common Factor,challenge,PYTHON,,Construct a program that recursively finds and returns the great common factor between of two integers. This is a simple implementation--fill in the missing lines.,"# Step 1: Define the terminating condition
def gcd2(a, b):
    if b == 0:
        return a
        # Step 3: Recursion
    else:
        return gcd2(b, a%b)
print(gcd2(12,14))","['Function definition', 'Base case in recursion', 'Modulus operation', 'Recursive function call', 'If-else statement', 'Return value', 'Function call and print']"
664e3c3291363872f0ba354f,objects_classes_account,The Class for Representing a Bank Account (Case 2),challenge,PYTHON,,"Construct a class that represents a basic bank account. This class should contain data representing the name of the account’s owner, the account number, and the account’s current balance; all of which could be accessed or changed only through the getter and setter methods. An instance of the class should be created by specifying three parameters that are used to initialize the instance (i.e., object) data. The other methods of this class should:\n - provide a one-line description of the account, and\n - perform various services on the account (making deposits, withdrawals, adding interest to the account). These methods should examine the data passed into them to make sure the requested transaction is valid.","#Step 1: Define the class
class Account2 :
    #Step 1.1: Initialize the account with the specified values
    def __init__(self, owner, account, initial) :
        self.__acct_name = owner
        self.__acct_number = account
        self.__balance = initial
    #Step 1.2: Define a method to provide a one-line description of the account
    def __str__(self) :
        return ""{:d}{:>20s}{:>10.2f}"".format(self.__acct_number, self.__acct_name, self.__balance)
    #Step 1.3: Define a method to perform the deposit transaction
    def deposit(self, amount) :
        if (amount > 0) :
            self.__balance = self.__balance + amount
        return self.__balance
    #Step 1.4: Define a method to perform a withdraw transaction
    def withdraw(self, amount, fee) :
        if (amount > 0 and fee >= 0 and amount+fee < self.__balance) :
            self.__balance = self.__balance - amount - fee
        return self.__balance
    #Step 1.5: Define a method to add interest to the account
    def add_interest(self) :
        self.__balance += (self.__balance * 0.035)
        return self.__balance
    #Step 1.6: Define the methods to get the  state of the account 
    def get_name(self) :
        return self.__acct_name
    def get_balance(self) :
        return self.__balance
    def get_acct_number(self) :
        return self.__acct_number
#Step 2: Test the class
acct1 = Account2(""Tina Murphy"", 72354, 25.59)
acct2 = Account2(""Angelica Adams"", 69713, 500.00)
acct3 = Account2(""Edward Demsey"", 93757, 769.32)
print(acct1)
print(acct2)
print(acct3)","['Class definition', 'Constructor method', 'Private attribute usage', 'String formatting', 'Conditional statement', 'Arithmetic operations', 'Method definition', 'Return statement', 'Getter methods', 'Object instantiation', 'Function call', 'Print statement']"
664e2fea91363872f0ba3538,py_three_booleans,Determining When at Least One of the Three Boolean Variables is False,challenge,PYTHON,,Construct a program that determines whether at least one of the three boolean variables is False based on the inputs that it receives from the user.,"#Step 1: Read the user input for the value of the first boolean variable (variable a)
text = input(""Enter 1 if the value of the first boolean variable (variable a) is True, otherwise enter 0:"")
input_num = int(text)
#Step 2: Determine whether the value of the first boolean variable (variable a) is True 
if input_num == 1 :
    a = True
else:
    a = False
#Step 3: Read the user input for the value of the second boolean variable (variable b)
text = input(""Enter 1 if the value of the second boolean variable (variable b) is True, otherwise enter 0:"")
input_num = int(text)
#Step 4: Determine whether the value of the second boolean variable (variable b) is True 
if input_num == 1 :
    b = True
else:
    b = False
#Step 5: Read the user input for the value of the third boolean variable (variable c)
text = input(""Enter 1 if the value of the third boolean variable (variable c) is True, otherwise enter 0:"")
input_num = int(text)
#Step 6: Determine whether the value of the third boolean variable (variable c) is True 
if input_num == 1 :
    c = True
else:
    c = False
#Step 7: Write the boolean expression to determine whether at least one of the three boolean variables is False
result = not (a and b and c)
#Step 8: Print the result
if result == True :
    print(""Yes! At least one of the three boolean variables is False."")
else:
    print(""No! None of the boolean variables are False."")","['User input', 'String to integer conversion', 'If-else statement', 'Boolean variable usage', 'Logical AND operation', 'Logical NOT operation', 'Equality comparison', 'Output printing']"
664e2fea91363872f0ba3538,py_three_booleans,Determining When All Three Boolean Variables Are Equal,challenge,PYTHON,,"Construct a program that receives the value of three boolean variables from the user and determines whether all variables have the same value, either all three True or all three False.","#Step 1: Read the user input for the value of the first boolean variable (variable a)
text = input(""Enter 1 if the value of the first boolean variable (variable a) is True, otherwise enter 0:"")
input_num = int(text)
#Step 2: Determine whether the value of the first boolean variable (variable a) is True 
if input_num == 1 :
    a = True
else:
    a = False
#Step 3: Read the user input for the value of the second boolean variable (variable b)
text = input(""Enter 1 if the value of the second boolean variable (variable b) is True, otherwise enter 0:"")
input_num = int(text)
#Step 4: Determine whether the value of the second boolean variable (variable b) is True 
if input_num == 1 :
    b = True
else:
    b = False
#Step 5: Read the user input for the value of the third boolean variable (variable c)
text = input(""Enter 1 if the value of the third boolean variable (variable c) is True, otherwise enter 0:"")
input_num = int(text)
#Step 6: Determine whether the value of the third boolean variable (variable c) is True 
if input_num == 1 :
    c = True
else:
    c = False
#Step 7: Write the boolean expression to determine whether all the three boolean variables have the same value
result = (a == b and b == c)
#Step 8: Print the result
if result == True :
    print(""Yes! All the three boolean variables have the same value."")
else:
    print(""No! Not all the variables have the same value."")","['Input function', 'Type conversion', 'If-else statement', 'Boolean comparison', 'Logical operators', 'Print function', 'Variable assignment']"
664e2fa591363872f0ba351c,py_range_two,Printing Consecutive Numbers Within a Specified Range (Case 2) ,challenge,PYTHON,,Construct a program that prints a sequence of numbers from 8 (inclusive) to 14 (inclusive).,"#Step 1: Iterate through the numbers in the sequence
for num in range(8, 15): 
    #Step 1.1: Print each number in the sequence
    print(num)","['For loop', 'Range function', 'Print function', 'Integer usage', 'Function call']"
